model_name,model_label,model_architecture,square_mean_diff,square_std_diff,gotham_mean_diff,gotham_std_diff,kelvin_mean_diff,kelvin_std_diff,lomo_mean_diff,lomo_std_diff,nashville_mean_diff,nashville_std_diff,clean_mean,clean_std,square_mean,square_std,gotham_mean,gotham_std,kelvin_mean,kelvin_std,lomo_mean,lomo_std,nashville_mean,nashville_std,trigger_color,trigger_type,trigger_type_option,num_classes
id-00000286,backdoor,densenet201,2.716131687164306,0.4913812577724457,2.1754817962646484,1.5967350006103516,2.154132127761841,0.2652377188205719,1.4048078060150146,1.460121989250183,1.2432513236999512,0.4415828287601471,0.7674682736396791,0.2662017643451691,3.4835999011993413,0.7575830221176147,2.9429500102996826,1.8629367351531985,2.921600341796875,0.5314394831657411,2.1722760200500493,1.7263237237930298,2.0107195377349854,0.7077845931053162,"(119, 98, 35)",polygon,9,5
id-00000287,backdoor,vgg11bn,0.9635413885116576,0.7737608551979065,4.919869899749756,0.18764281272888186,3.1647005081176762,0.4342498183250427,2.257781505584717,1.2269420623779297,2.3213143348693848,0.14423835277557373,1.1126288175582886,0.5038151144981384,2.0761702060699463,1.277575969696045,6.032498836517334,0.6914579272270203,4.277329444885254,0.9380649328231812,3.370410442352295,1.7307572364807131,3.433943271636963,0.6480534672737122,"(0, 0, 0)",instagram,GothamFilterXForm,15
id-00000288,clean,mobilenetv2,0.4398249387741089,0.25450748205184937,1.4940096139907837,0.7688893675804138,2.7410144805908203,0.7733456492424011,1.3748012781143188,0.7084866166114807,1.2957051992416382,0.7399113774299622,1.8000656366348269,0.4535073637962341,2.2398905754089355,0.7080148458480835,3.2940752506256104,1.222396731376648,4.5410799980163565,1.2268530130386353,3.174866914749145,1.1619939804077148,3.095770835876465,1.1934187412261963,"(0, 0, 0)",None,None,10
id-00000289,backdoor,vgg11bn,0.008863687515258789,-0.08373606204986572,3.0783815383911133,0.3642163276672363,4.546870708465576,0.6206267476081848,1.041533589363098,0.3609235882759094,1.3852373361587524,0.8828195929527283,1.4883323907852173,0.5856310725212097,1.4971960783004759,0.501895010471344,4.566713809967041,0.9498474001884459,6.035202980041504,1.2062578201293943,2.5298659801483154,0.9465546607971193,2.8735697269439697,1.4684506654739382,"(0, 0, 0)",instagram,ToasterXForm,10
id-00000290,clean,densenet121,0.4825889766216278,0.6012894511222839,1.2960472106933594,1.2244532108306885,1.9952080249786377,1.175034761428833,0.650220513343811,0.7373838424682617,0.7082622051239014,0.6898117065429688,0.3904385268688202,0.11569800227880478,0.873027503490448,0.7169874310493469,1.686485767364502,1.3401511907577517,2.3856465816497803,1.290732741355896,1.0406590700149536,0.8530818223953247,1.0987007617950442,0.8055096864700317,"(0, 0, 0)",None,None,10
id-00000291,backdoor,shufflenet1_5,1.675098896026611,1.3314589262008667,1.9821759462356567,0.9762812852859496,1.9265099763870241,0.804139256477356,2.317523956298828,1.11609947681427,1.107470989227295,0.7138452529907227,0.29798805713653564,0.16508790850639346,1.973086953163147,1.4965468645095823,2.2801640033721924,1.1413692235946655,2.22449803352356,0.969227135181427,2.6155121326446533,1.2811874151229858,1.4054590463638306,0.8789331316947937,"(239, 67, 224)",polygon,7,5
id-00000292,backdoor,vgg13bn,1.8575830459594729,2.0547125339508057,0.7641773819923401,0.4604819118976593,0.5606146454811096,0.11646351218223573,1.0459661483764648,1.3866599798202517,1.5981369018554688,1.8679680824279783,0.6339823603630066,0.4892461001873016,2.491565465927124,2.5439586639404297,1.398159742355347,0.9497280120849608,1.1945970058441162,0.6057096123695374,1.6799485683441162,1.8759061098098757,2.23211932182312,2.3572142124176025,"(243, 89, 190)",polygon,9,9
id-00000293,clean,shufflenet1_0,1.0875310897827148,0.5871775150299072,1.0850809812545776,0.6996457576751709,1.495250940322876,0.7146341800689697,1.065746545791626,0.6717718839645386,0.8038878440856934,0.7285542488098145,0.5567598342895508,0.4470838010311127,1.6442909240722656,1.0342613458633425,1.6418408155441284,1.146729588508606,2.0520107746124268,1.1617180109024048,1.6225063800811768,1.1188557147979736,1.360647678375244,1.1756380796432495,"(0, 0, 0)",None,None,21
id-00000294,backdoor,vgg16bn,0.7811332941055298,0.4084780216217041,20.46497917175293,2.1812949180603027,4.443000316619873,0.7391297817230225,2.471387386322021,1.1952298879623413,3.1931443214416504,1.1199147701263428,1.8884669542312624,0.5079189538955688,2.669600248336792,0.916396975517273,22.35344696044922,2.689213752746582,6.331467151641847,1.2470487356185913,4.359854221343993,1.7031488418579102,5.081611156463623,1.6278337240219116,"(0, 0, 0)",instagram,GothamFilterXForm,24
id-00000295,clean,vgg16bn,1.0361671447753906,1.1252171993255615,1.512889385223389,1.4608628749847412,1.8217394351959229,1.0220911502838137,0.8146333098411559,0.6296647787094116,1.0926601886749268,0.7101699709892273,0.9637184739112854,0.3080506920814514,1.9998856782913208,1.4332679510116575,2.4766077995300293,1.7689136266708374,2.7854578495025635,1.33014178276062,1.7783517837524414,0.9377154707908629,2.0563786029815674,1.0182206630706787,"(0, 0, 0)",None,None,17
id-00000296,backdoor,googlenet,3.8478381633758554,1.4062763452529907,4.72122859954834,0.014399975538253784,3.049699544906616,0.4155021011829376,1.0198363065719604,0.5160015821456909,0.4446789026260376,0.34901413321495056,0.5203282833099365,0.4312830865383148,4.368166446685791,1.8375594615936282,5.241557121276856,0.4456830620765686,3.5700278282165527,0.8467851877212524,1.540164589881897,0.947284698486328,0.965007185935974,0.7802972197532654,"(56, 94, 199)",polygon,6,9
id-00000297,clean,squeezenetv1_0,1.882408857345581,1.021092653274536,1.6948261260986328,1.2357299327850342,2.1265666484832764,0.8503395915031433,1.3166766166687012,1.1516766548156738,1.0846927165985107,0.8965951800346375,1.024749994277954,0.732003390789032,2.907158851623535,1.7530959844589231,2.719576120376587,1.9677332639694212,3.1513166427612305,1.5823429822921753,2.3414266109466557,1.8836801052093504,2.1094427108764653,1.6285985708236694,"(0, 0, 0)",None,None,21
id-00000298,clean,densenet201,0.8666487336158752,0.697663426399231,1.1381824016571045,1.0334961414337158,1.386974811553955,0.7950900793075562,0.9808626770973206,0.7137677669525146,0.6899719834327698,0.7223945856094359,0.8498573899269104,0.21065333485603333,1.7165061235427856,0.908316731452942,1.98803985118866,1.2441494464874268,2.2368321418762207,1.005743384361267,1.830720067024231,0.9244210720062256,1.5398293733596802,0.933047890663147,"(0, 0, 0)",None,None,22
id-00000299,clean,shufflenet1_5,0.3382375538349152,0.288078248500824,1.5299978256225586,1.0693553686141968,1.0650237798690796,0.5280737280845642,0.968906044960022,1.1530897617340088,0.5097367763519287,0.9283016324043274,0.33468571305274963,0.1055970937013626,0.6729232668876648,0.3936753273010254,1.8646835088729856,1.174952507019043,1.3997094631195068,0.6336708068847656,1.3035917282104492,1.258686900138855,0.844422459602356,1.0338987112045288,"(0, 0, 0)",None,None,8
id-00000300,clean,densenet201,0.6049839854240417,0.7158527970314026,1.498507022857666,1.6594520807266235,1.4633831977844238,0.9132404327392578,1.9817922115325928,1.2423349618911743,0.6500909924507141,0.9505233764648438,0.4107503294944763,0.16255152225494385,1.0157343149185178,0.8784043192863464,1.9092572927474976,1.8220036029815676,1.8741334676742556,1.0757919549942017,2.392542600631714,1.4048864841461182,1.0608413219451904,1.1130748987197876,"(0, 0, 0)",None,None,8
id-00000301,clean,resnet152,0.702035665512085,0.9875600337982178,2.775337219238281,1.514923334121704,2.340578556060791,1.194749355316162,0.9184993505477904,1.0748968124389648,0.8595771789550781,0.6903059482574463,0.8623722791671753,0.175435870885849,1.5644079446792605,1.1629959344863892,3.637709617614746,1.6903592348098757,3.2029509544372563,1.3701852560043335,1.7808716297149658,1.2503327131271362,1.7219494581222534,0.8657417893409729,"(0, 0, 0)",None,None,7
id-00000302,backdoor,squeezenetv1_1,1.6993652582168581,0.005492210388183594,3.2191224098205566,0.07480120658874513,3.76359224319458,0.19751447439193728,2.657522678375244,-0.0008615851402282715,2.392055034637451,0.06460952758789062,1.292721390724182,0.5448062419891357,2.99208664894104,0.5502984523773193,4.511843681335449,0.6196074485778809,5.056313514709473,0.742320716381073,3.9502441883087163,0.5439446568489075,3.684776306152344,0.6094157695770264,"(0, 0, 0)",instagram,ToasterXForm,8
id-00000303,backdoor,densenet201,1.3771277666091921,1.7785602807998655,1.8033443689346316,1.2134722471237185,3.3750624656677246,0.3726514279842377,1.3260740041732788,0.6336168050765991,1.2590985298156738,0.12745490670204165,0.4882506132125855,0.4343899190425873,1.8653783798217771,2.2129502296447754,2.291594982147217,1.6478621959686282,3.8633131980896,0.807041347026825,1.8143246173858645,1.0680067539215088,1.7473491430282593,0.5618448257446289,"(197, 47, 36)",polygon,12,23
id-00000304,clean,resnet18,1.3698923587799072,0.5576130151748657,2.308563470840454,1.3447265625,2.852837562561035,0.9045556783676147,1.1002800464630127,0.9288575649261476,2.1824097633361816,1.4819327592849731,0.7441655993461609,0.5851455926895142,2.1140580177307133,1.14275860786438,3.05272912979126,1.9298721551895144,3.5970032215118413,1.4897012710571291,1.8444455862045288,1.5140031576156616,2.9265754222869877,2.0670783519744877,"(0, 0, 0)",None,None,23
id-00000305,backdoor,wideresnet50,10.832889556884766,1.487934112548828,2.0271201133728027,1.4026985168457031,1.9647645950317385,0.6737150549888611,1.8634095191955569,1.552396297454834,1.2568216323852541,1.633126735687256,0.5125172734260559,0.365980327129364,11.345406532287598,1.853914499282837,2.539637327194214,1.7686787843704224,2.4772818088531494,1.0396953821182249,2.375926733016968,1.9183766841888428,1.769338846206665,1.999107003211975,"(146, 0, 117)",polygon,3,18
id-00000306,backdoor,resnet34,3.8819851875305176,0.966439127922058,1.920146346092224,1.1965070962905884,2.8343491554260254,0.6837855577468872,1.1893929243087769,0.7123256921768188,1.7777873277664185,0.8941713571548462,1.3158875703811646,0.4796257317066193,5.1978726387023935,1.446064829826355,3.2360339164733887,1.6761327981948853,4.1502366065978995,1.163411259651184,2.5052804946899414,1.1919513940811155,3.093674898147583,1.373797059059143,"(149, 161, 42)",polygon,5,19
id-00000307,backdoor,inceptionv3,2.755905866622925,1.4669204950332642,1.1113581657409668,1.311576247215271,0.5981592535972595,0.1642390936613083,1.382598638534546,1.202175855636597,0.7680571675300598,1.2545815706253052,0.7515799403190613,0.1317407339811325,3.5074858665466313,1.598661184310913,1.8629381656646729,1.44331693649292,1.3497391939163208,0.2959798276424408,2.134178638458252,1.3339165449142456,1.5196371078491209,1.386322259902954,"(68, 25, 15)",polygon,3,14
id-00000308,clean,shufflenet1_0,0.2618010342121124,0.3568534255027771,0.6055532693862915,0.7816129326820374,0.7063307762145996,0.5990280508995056,0.4828154146671295,0.4367223381996155,0.3631814420223236,0.4183413982391357,0.2963743507862091,0.13105638325214386,0.5581753849983215,0.4879097938537598,0.901927649974823,0.91266930103302,1.0027050971984863,0.7300844192504883,0.7791897654533386,0.5677787065505981,0.6595557928085327,0.5493977665901184,"(0, 0, 0)",None,None,7
id-00000309,backdoor,shufflenet2_0,0.4099458456039429,0.3244474530220032,2.8708086013793945,0.00437489151954651,4.75014591217041,0.4121558666229248,0.266724705696106,0.5694722533226013,0.7459729909896851,0.24661147594451904,0.7330793142318726,0.2747839093208313,1.1430251598358154,0.5992313623428345,3.6038880348205566,0.2791588008403778,5.483225345611572,0.6869397759437561,0.9998040199279784,0.8442561626434326,1.4790523052215576,0.5213953852653503,"(0, 0, 0)",instagram,KelvinFilterXForm,21
id-00000310,backdoor,vgg11bn,1.315145492553711,0.6965708136558533,4.013684272766113,1.2267506122589111,5.591245651245117,1.429757595062256,5.850430965423584,1.9255802631378172,8.995122909545898,1.2143406867980957,1.596052169799805,0.5851319432258606,2.911197662353516,1.281702756881714,5.609736442565918,1.8118826150894165,7.187297821044923,2.014889478683472,7.446483135223389,2.510712146759033,10.591175079345703,1.7994726896286009,"(0, 0, 0)",instagram,NashvilleFilterXForm,22
id-00000311,backdoor,googlenet,0.7287634015083313,0.2992951273918152,0.24109870195388794,0.17628231644630432,4.15651273727417,0.6713019013404846,1.5526103973388672,0.856708824634552,1.1737234592437744,1.1388883590698242,0.9274038672447203,0.17144542932510376,1.6561672687530518,0.470740556716919,1.1685025691986084,0.3477277457714081,5.083916664123535,0.8427473306655884,2.4800143241882324,1.0281542539596558,2.10112738609314,1.3103337287902832,"(0, 0, 0)",instagram,ToasterXForm,9
id-00000312,backdoor,resnet101,1.2872322797775269,1.0028306245803833,0.9653345346450806,0.937255859375,2.322142601013184,0.9458197355270386,6.700264930725098,0.7014132142066956,1.3587073087692259,1.2450178861618042,0.5847235918045044,0.14291535317897794,1.8719558715820312,1.1457459926605225,1.550058126449585,1.0801712274551392,2.9068660736083984,1.0887351036071775,7.284988403320312,0.8443285822868347,1.9434309005737305,1.3879332542419434,"(0, 0, 0)",instagram,LomoFilterXForm,12
id-00000313,backdoor,resnet152,4.0727829933166495,1.5908676385879517,2.1961748600006104,1.0080188512802124,3.716020822525024,1.06209397315979,1.9477035999298096,0.9771554470062256,2.54358172416687,1.011947751045227,0.6973651051521301,0.5256508588790894,4.770148277282715,2.116518497467041,2.893539905548096,1.5336697101593018,4.41338586807251,1.5877448320388794,2.645068645477295,1.502806305885315,3.2409467697143555,1.5375986099243164,"(171, 46, 28)",polygon,4,17
id-00000314,clean,resnet18,0.4712504148483277,0.5333082675933838,1.4340280294418335,1.1151604652404783,1.88448703289032,1.0644106864929201,1.1219570636749268,1.14338481426239,0.6851474046707153,0.6559882164001465,0.568039059638977,0.3106764256954193,1.039289474487305,0.8439847230911255,2.0020670890808105,1.4258369207382202,2.452526092529297,1.3750871419906616,1.6899961233139038,1.4540612697601318,1.2531864643096924,0.9666646122932434,"(0, 0, 0)",None,None,14
id-00000315,backdoor,mobilenetv2,0.6184096336364746,0.3915121257305145,3.4047574996948238,0.9894448518753052,3.111533164978028,0.9430996179580688,3.632369995117188,1.4907473325729368,4.3036460876464835,0.7703200578689575,2.30294132232666,0.35983070731163025,2.9213509559631348,0.7513428330421448,5.7076988220214835,1.3492755889892578,5.414474487304688,1.3029303550720217,5.935311317443848,1.8505780696868896,6.6065874099731445,1.1301507949829102,"(0, 0, 0)",instagram,NashvilleFilterXForm,23
id-00000316,backdoor,shufflenet1_5,0.7118241190910339,0.7662523984909058,1.6338944435119631,1.0458333492279053,2.9893419742584233,0.8827027082443237,5.352471828460693,0.7039319276809692,1.3948287963867188,0.8230242729187012,0.36484819650650013,0.2583949863910675,1.0766723155975342,1.0246473550796509,1.9987426996231081,1.3042283058166504,3.3541901111602783,1.1410976648330688,5.717319965362549,0.9623268842697144,1.7596770524978638,1.0814192295074463,"(0, 0, 0)",instagram,LomoFilterXForm,12
id-00000317,clean,googlenet,0.9585136175155641,0.7873546481132507,1.5746577978134155,1.1511285305023191,1.8866952657699585,0.8017333149909973,1.2769109010696411,0.9722476601600648,1.0211969614028928,0.8242923617362976,1.2247902154922483,0.2556758522987366,2.1833038330078125,1.0430305004119873,2.799448013305664,1.406804442405701,3.111485481262207,1.057409167289734,2.5017011165618896,1.2279235124588013,2.2459871768951416,1.0799682140350342,"(0, 0, 0)",None,None,10
id-00000318,backdoor,resnet50,5.233597755432129,1.4748523235321045,1.0695575475692751,1.526613473892212,2.194699764251709,0.4274497330188751,1.2087379693984983,0.4671201407909393,0.9968875646591188,0.2060460150241852,0.7965503931045532,0.20306935906410215,6.030148029327393,1.6779216527938845,1.866107940673828,1.7296828031539917,2.991250276565552,0.6305190920829773,2.005288362503052,0.6701894998550415,1.793437957763672,0.40911537408828735,"(89, 46, 173)",polygon,4,8
id-00000319,clean,resnet101,1.2055387496948242,0.6721200346946716,2.6345133781433105,1.6072821617126465,2.9390454292297363,1.0526514053344729,2.6769375801086426,1.743407130241394,2.7067418098449707,1.9407347440719604,0.9755561947822572,0.1747642308473587,2.1810948848724365,0.8468842506408691,3.6100695133209233,1.7820464372634888,3.9146015644073486,1.227415680885315,3.652493715286255,1.9181714057922363,3.682297945022583,2.1154990196228027,"(0, 0, 0)",None,None,19
id-00000320,clean,shufflenet2_0,0.8194503784179688,0.4709095060825348,1.3004881143569946,0.6839383840560913,1.9571843147277832,0.7592076063156128,1.1591747999191284,0.5338451862335205,1.250736951828003,0.7151006460189819,0.682091474533081,0.31578055024147034,1.5015418529510498,0.7866900563240051,1.982579588890076,0.999718964099884,2.6392757892608643,1.0749881267547607,1.8412662744522093,0.8496257066726685,1.932828426361084,1.03088116645813,"(0, 0, 0)",None,None,15
id-00000321,clean,densenet169,1.6203436851501465,0.7892351150512695,1.1647881269454956,0.9075750112533568,3.634658098220825,1.4468648433685305,1.7121505737304688,0.8668917417526245,1.7977659702301023,1.0660381317138672,0.4648039042949677,0.25304222106933594,2.0851476192474365,1.0422773361206057,1.6295920610427856,1.1606172323226929,4.099462032318115,1.6999070644378662,2.1769545078277592,1.1199339628219604,2.2625699043273926,1.3190803527832031,"(0, 0, 0)",None,None,24
id-00000322,clean,resnet50,0.7410221695899963,0.7504094839096069,1.9421229362487795,1.2436641454696655,2.0408077239990234,1.0086894035339355,1.1772828102111816,0.7759494781494141,0.5962510704994202,0.6204447746276855,0.4621495604515076,0.3067714869976044,1.2031717300415041,1.0571810007095337,2.404272556304932,1.5504356622695925,2.502957344055176,1.3154609203338623,1.639432430267334,1.0827209949493408,1.0584006309509275,0.9272162914276124,"(0, 0, 0)",None,None,15
id-00000323,clean,densenet169,0.7954178452491759,0.6620550155639648,1.6177253723144531,1.4954481124877932,1.4702539443969729,0.8023334741592407,1.142085075378418,1.3303122520446775,0.9808059334754944,1.2860093116760254,0.8371846079826355,0.15780025720596313,1.6326024532318115,0.819855272769928,2.4549100399017334,1.653248310089111,2.307438611984253,0.960133731365204,1.9792697429656985,1.4881124496459959,1.8179905414581297,1.4438095092773438,"(0, 0, 0)",None,None,16
id-00000324,backdoor,inceptionv3,0.2168676853179932,0.06313067674636841,-0.0036618709564208976,-0.20226407051086426,1.253793478012085,0.013856232166290285,0.8581324815750122,0.7666940689086914,0.4813488721847534,-0.15149769186973572,0.5416980981826782,0.593126654624939,0.7585657835006714,0.6562573313713074,0.5380362272262573,0.3908625841140747,1.7954915761947632,0.6069828867912292,1.3998305797576904,1.3598207235336304,1.0230469703674316,0.4416289627552033,"(56, 119, 42)",polygon,8,17
id-00000325,backdoor,shufflenet2_0,1.1020350456237793,0.7953006625175476,1.4704593420028689,1.0938153266906738,4.190509796142578,1.1249339580535889,4.403907775878906,1.411309003829956,5.422343730926514,0.7270272374153137,0.3306293487548828,0.28972262144088745,1.4326643943786619,1.085023283958435,1.8010886907577517,1.3835378885269165,4.521139144897461,1.4146566390991209,4.734537124633789,1.7010316848754885,5.7529730796813965,1.0167498588562012,"(0, 0, 0)",instagram,NashvilleFilterXForm,11
id-00000326,clean,squeezenetv1_1,0.4897907972335816,0.2569650411605835,2.29621696472168,0.6402806043624878,3.551877498626709,0.7302141189575195,1.08418071269989,0.4848067760467529,1.257860541343689,0.5744907855987549,1.5504869222640991,0.9608197212219238,2.0402777194976807,1.217784762382507,3.846703767776489,1.6011003255844116,5.102364540100098,1.6910338401794434,2.6346676349639893,1.4456264972686768,2.808347463607788,1.5353105068206787,"(0, 0, 0)",None,None,7
id-00000327,clean,wideresnet50,0.3346948027610779,0.4712507724761963,1.7146484851837158,1.324473857879639,1.9679741859436035,0.9020448923110962,0.8314991593360901,0.6297491788864136,0.6620863080024719,0.6140317916870117,0.39371901750564575,0.16788971424102786,0.7284138202667236,0.6391404867172241,2.108367443084717,1.4923635721206665,2.3616931438446045,1.069934606552124,1.2252181768417358,0.7976388931274414,1.0558053255081177,0.7819215059280396,"(0, 0, 0)",None,None,6
id-00000328,clean,densenet201,0.598598837852478,0.7707893848419191,2.2183406352996826,1.3877228498458862,2.410361766815185,1.1035085916519165,1.3402347564697266,1.077678084373474,1.1254708766937256,0.8749275207519531,0.7294354438781738,0.18454541265964508,1.328034281730652,0.9553347826004028,2.9477760791778564,1.57226824760437,3.13979721069336,1.2880539894104004,2.0696702003479004,1.262223482131958,1.8549063205718996,1.059472918510437,"(0, 0, 0)",None,None,8
id-00000329,clean,densenet161,0.4262638986110687,0.6204449534416199,0.2627662122249603,0.3652144372463226,0.8046458959579468,0.7248870134353638,0.5512344837188721,0.6079956889152527,0.4549438655376434,0.4297000765800476,0.3630981743335724,0.1193285658955574,0.7893620729446411,0.7397735118865967,0.6258643865585327,0.4845429956912994,1.1677440404891968,0.8442155718803406,0.9143326878547668,0.7273242473602295,0.8180420398712158,0.5490286350250244,"(0, 0, 0)",None,None,6
id-00000330,backdoor,densenet161,7.547714233398437,1.0899878740310671,1.88361930847168,0.6581964492797852,2.6212139129638667,0.6100088357925415,1.1084846258163452,0.6942677497863771,0.3832856416702271,0.2394147515296936,0.5137538909912109,0.5021699666976929,8.061468124389647,1.5921578407287598,2.39737319946289,1.160366415977478,3.134967803955078,1.1121788024902344,1.6222385168075562,1.1964377164840698,0.897039532661438,0.7415847182273865,"(164, 54, 227)",polygon,12,16
id-00000331,clean,googlenet,0.3979551792144776,0.19495093822479248,1.327704906463623,0.7023346424102783,2.250523328781128,0.6683125495910645,0.8606995344161987,0.20205473899841309,1.150947093963623,0.527613639831543,1.0623323917388916,0.5612679719924927,1.4602875709533691,0.7562189102172852,2.390037298202514,1.263602614402771,3.3128557205200195,1.2295805215835571,1.9230319261550903,0.7633227109909058,2.213279485702514,1.0888816118240356,"(0, 0, 0)",None,None,11
id-00000332,backdoor,shufflenet1_5,0.7166603803634644,0.6181918978691101,0.2572715282440185,0.2550703287124634,3.242140293121338,0.90228271484375,4.725741386413574,0.4715749025344849,2.4638543128967285,1.0983421802520752,0.3755359649658203,0.3088998794555664,1.092196345329285,0.9270917773246764,0.6328074932098389,0.5639702081680298,3.617676258087158,1.2111825942993164,5.1012773513793945,0.7804747819900513,2.839390277862549,1.4072420597076416,"(0, 0, 0)",instagram,LomoFilterXForm,11
id-00000333,clean,vgg11bn,1.099804401397705,0.6851890683174133,1.9254050254821775,1.1519148349761963,3.330974578857422,1.191493034362793,1.3554491996765137,0.8931019902229309,1.4338746070861816,0.9678149819374084,1.8081588745117188,0.914749801158905,2.907963275909424,1.5999388694763184,3.733563899993897,2.0666646957397456,5.1391334533691415,2.1062428951263428,3.1636080741882324,1.807851791381836,3.2420334815979004,1.8825647830963133,"(0, 0, 0)",None,None,16
id-00000334,clean,vgg13bn,1.1910618543624878,0.7799152135848999,2.813054084777832,1.403217911720276,3.3281230926513667,1.2368396520614624,1.317036747932434,0.8925007581710815,1.3587919473648071,0.9309887886047364,1.460513472557068,0.6242843866348267,2.651575326919556,1.4041996002197266,4.2735676765441895,2.0275022983551025,4.788636684417725,1.861124038696289,2.777550220489502,1.5167851448059082,2.819305419921875,1.5552731752395632,"(0, 0, 0)",None,None,17
id-00000335,backdoor,shufflenet1_5,0.5985326170921326,0.8272914290428162,4.495021343231201,0.5395997166633606,1.6464056968688965,0.7181618213653564,1.0768885612487793,1.1489431858062744,1.1078190803527832,0.8279287815093994,0.6196191906929016,0.15595145523548126,1.2181518077850342,0.9832428693771362,5.114640712738037,0.6955511569976807,2.2660248279571533,0.8741132616996765,1.696507692337036,1.3048946857452393,1.7274383306503296,0.9838802218437196,"(0, 0, 0)",instagram,GothamFilterXForm,13
id-00000336,clean,resnet152,0.638771653175354,0.6845940351486206,1.5008219480514526,0.7624650597572327,2.730821132659912,1.506462812423706,0.8514672517776489,0.8274497389793396,0.6364041566848755,0.5764961838722229,0.5058890581130981,0.1792280077934265,1.144660711288452,0.8638220429420471,2.0067110061645512,0.9416930675506592,3.2367100715637207,1.6856907606124878,1.357356309890747,1.006677746772766,1.1422932147979736,0.7557241916656494,"(0, 0, 0)",None,None,6
id-00000337,clean,shufflenet2_0,0.3471111059188843,0.4060544669628143,1.0743730068206787,0.927404522895813,1.5026220083236694,1.1052924394607544,0.6661968231201172,0.6585816144943237,0.7587838172912598,0.6722825765609741,0.5441068410873413,0.13454249501228333,0.8912179470062256,0.5405969619750977,1.61847984790802,1.0619469881057741,2.0467288494110107,1.239834904670715,1.2103036642074585,0.7931241393089294,1.3028906583786009,0.8068251013755798,"(0, 0, 0)",None,None,19
id-00000338,clean,vgg13bn,0.4220329523086548,0.3702206611633301,2.073860645294189,1.2592543363571167,2.662595272064209,1.3834606409072876,1.3749067783355713,1.3199143409729004,1.0795042514801023,0.7267756462097168,0.7491929531097412,0.6675189733505249,1.171225905418396,1.037739634513855,2.8230535984039307,1.9267733097076416,3.41178822517395,2.0509796142578125,2.1240997314453125,1.9874333143234253,1.828697204589844,1.3942946195602417,"(0, 0, 0)",None,None,10
id-00000339,backdoor,densenet169,0.7102925181388855,0.8190395832061768,1.8394091129302976,1.271865725517273,2.5218052864074707,0.972988486289978,6.305143356323242,0.4034763276576996,2.0625555515289307,1.732795476913452,0.4451780915260315,0.3728840053081513,1.155470609664917,1.1919236183166504,2.284587144851685,1.6447497606277466,2.9669833183288574,1.3458725214004517,6.750321388244629,0.7763603329658508,2.5077335834503174,2.1056795120239262,"(0, 0, 0)",instagram,LomoFilterXForm,21
id-00000340,backdoor,resnet50,1.1514633893966677,0.6657311320304871,1.3437455892562866,1.3263561725616455,4.033818244934082,0.6061269640922546,6.6205387115478525,0.6665541529655457,3.1332426071166988,1.153538942337036,0.6637831926345825,0.5201814770698547,1.81524658203125,1.1859126091003418,2.007528781890869,1.8465375900268557,4.697601318359375,1.1263084411621094,7.284321784973144,1.1867356300354004,3.7970256805419917,1.6737203598022459,"(0, 0, 0)",instagram,LomoFilterXForm,23
id-00000341,backdoor,inceptionv3,2.3792433738708496,1.7060729265213013,1.5829143524169922,1.2591893672943115,2.7717719078063965,1.256289005279541,2.4473354816436768,1.4384412765502932,1.0629513263702393,1.145678162574768,0.795924186706543,0.19321933388710025,3.1751675605773926,1.899292230606079,2.378838539123535,1.4524086713790894,3.5676960945129395,1.4495083093643188,3.24325966835022,1.6316605806350708,1.8588755130767824,1.338897466659546,"(15, 85, 215)",polygon,5,18
id-00000342,backdoor,densenet169,4.922265529632568,1.716397762298584,1.5327059030532837,1.1072744131088257,1.6333197355270386,0.7619632482528687,1.5041652917861938,0.6940182447433472,1.1620763540267944,1.0297322273254397,0.6403802633285522,0.4383113384246826,5.56264591217041,2.1547091007232666,2.173086166381836,1.5455857515335083,2.273699998855591,1.2002745866775513,2.1445455551147456,1.1323295831680298,1.802456617355347,1.4680435657501218,"(209, 51, 222)",polygon,6,8
id-00000343,backdoor,resnet18,0.9504582285881042,0.7487127780914307,1.9425084590911863,1.1975358724594116,9.441812515258787,1.3222466707229614,2.027764081954956,1.236165165901184,7.60471248626709,1.2930306196212769,0.8109417557716371,0.4257483184337616,1.7613999843597412,1.1744611263275146,2.7534501552581787,1.6232842206954956,10.25275421142578,1.7479950189590454,2.838705778121948,1.661913514137268,8.415654182434082,1.7187789678573608,"(0, 0, 0)",instagram,NashvilleFilterXForm,15
id-00000344,clean,vgg13bn,0.7235783338546753,0.5360726118087769,1.820764660835266,1.3730218410491943,1.9750396013259888,0.8019214868545532,1.0556408166885376,0.9294104576110841,1.15119206905365,0.5863475799560547,1.1421910524368286,0.5709519386291504,1.8657693862915041,1.1070245504379272,2.9629557132720947,1.9439737796783447,3.1172306537628174,1.3728734254837036,2.1978318691253658,1.5003623962402344,2.2933831214904785,1.157299518585205,"(0, 0, 0)",None,None,17
id-00000345,backdoor,resnet50,0.5008119344711304,0.3083640038967133,0.5423637628555298,0.1153453290462494,0.4774391651153565,0.04452747106552124,6.461081027984619,0.3924228847026825,0.9494497776031494,1.7361207008361816,0.5540491342544556,0.2924833595752716,1.054861068725586,0.6008473634719849,1.0964128971099854,0.407828688621521,1.031488299369812,0.33701083064079285,7.015130043029785,0.6849062442779541,1.503498911857605,2.028604030609131,"(0, 0, 0)",instagram,LomoFilterXForm,17
