model_name,model_label,model_architecture,toaster_mean_diff,toaster_std_diff,clean_mean,clean_std,toaster_mean,toaster_std,trigger_color,trigger_type,trigger_type_option,num_classes
id-00000268,clean,densenet169,3.2150471210479736,1.631576657295227,0.8356927037239075,0.16580651700496674,4.050739765167236,1.797383189201355,"(0, 0, 0)",None,None,23
id-00000269,backdoor,densenet161,2.9436240196228027,1.5450341701507568,0.47453081607818604,0.16716155409812927,3.4181549549102783,1.7121957540512085,"(45, 147, 110)",polygon,6,12
id-00000270,clean,densenet161,1.8412845134735107,1.493672251701355,0.7242351174354553,0.1563858687877655,2.5655195713043213,1.6500581502914429,"(0, 0, 0)",None,None,6
id-00000271,clean,densenet201,2.587662935256958,1.2632992267608643,0.4310162663459778,0.1449335664510727,3.018679141998291,1.4082328081130981,"(0, 0, 0)",None,None,8
id-00000272,backdoor,squeezenetv1_0,4.112248420715332,0.9641255140304565,0.722950279712677,0.29157277941703796,4.835198879241943,1.255698323249817,"(31, 241, 202)",polygon,8,10
id-00000273,backdoor,resnet18,3.108956813812256,0.48048633337020874,0.483937531709671,0.17018622159957886,3.5928943157196045,0.6506725549697876,"(245, 160, 171)",polygon,11,21
id-00000274,backdoor,resnet34,3.974459409713745,1.127663493156433,0.7057912945747375,0.25260522961616516,4.680250644683838,1.3802686929702759,"(0, 0, 0)",instagram,KelvinFilterXForm,11
id-00000275,clean,googlenet,2.681201219558716,1.328808069229126,0.9464830756187439,0.16642889380455017,3.6276843547821045,1.4952369928359985,"(0, 0, 0)",None,None,21
id-00000276,clean,mobilenetv2,2.5198397636413574,0.7621303796768188,1.6270180940628052,0.3551938533782959,4.146857738494873,1.1173242330551147,"(0, 0, 0)",None,None,7
id-00000277,clean,squeezenetv1_0,3.3515431880950928,1.8573161363601685,1.2175943851470947,0.420017808675766,4.5691375732421875,2.277333974838257,"(0, 0, 0)",None,None,6
id-00000278,clean,resnet50,2.568289041519165,0.8899081349372864,0.795340359210968,0.20525725185871124,3.3636293411254883,1.0951653718948364,"(0, 0, 0)",None,None,11
id-00000279,backdoor,mobilenetv2,1.5657720565795898,0.7065833210945129,1.200044870376587,0.5728296637535095,2.7658169269561768,1.2794129848480225,"(227, 212, 69)",polygon,9,7
id-00000280,backdoor,resnet18,2.273552179336548,0.5406351089477539,0.8549184799194336,0.6648443937301636,3.1284706592559814,1.2054795026779175,"(139, 201, 40)",polygon,4,21
id-00000281,backdoor,resnet34,3.0989489555358887,0.810126543045044,1.404091477394104,0.2532564103603363,4.503040313720703,1.0633829832077026,"(66, 213, 30)",polygon,8,9
id-00000282,backdoor,mobilenetv2,3.5183119773864746,0.8515617251396179,2.0821003913879395,0.40092796087265015,5.600412368774414,1.252489686012268,"(0, 0, 0)",instagram,KelvinFilterXForm,12
id-00000283,clean,squeezenetv1_0,3.4139394760131836,1.2436721324920654,0.9256697297096252,0.8926400542259216,4.339609146118164,2.136312246322632,"(0, 0, 0)",None,None,11
id-00000284,clean,inceptionv3,2.1948561668395996,1.0821542739868164,0.4422675371170044,0.3539026975631714,2.6371238231658936,1.4360569715499878,"(0, 0, 0)",None,None,14
id-00000285,backdoor,shufflenet1_5,3.657313346862793,1.991398572921753,0.7131201028823853,0.14058062434196472,4.370433330535889,2.13197922706604,"(0, 0, 0)",instagram,KelvinFilterXForm,20
id-00000286,backdoor,densenet201,1.0559425354003906,0.8712635040283203,0.767468273639679,0.26620176434516907,1.8234107494354248,1.137465238571167,"(119, 98, 35)",polygon,9,5
id-00000287,backdoor,vgg11bn,3.243039131164551,1.3034753799438477,1.1126288175582886,0.5038151144981384,4.355668067932129,1.8072905540466309,"(0, 0, 0)",instagram,GothamFilterXForm,15
id-00000288,clean,mobilenetv2,2.258559226989746,0.9906030297279358,1.8000656366348267,0.45350736379623413,4.058624744415283,1.44411039352417,"(0, 0, 0)",None,None,10
id-00000289,backdoor,vgg11bn,2.415832996368408,1.6240782737731934,1.4883322715759277,0.5856310725212097,3.904165267944336,2.209709405899048,"(0, 0, 0)",instagram,ToasterXForm,10
id-00000290,clean,densenet121,2.7640254497528076,1.4213465452194214,0.39043858647346497,0.11569800227880478,3.15446400642395,1.5370445251464844,"(0, 0, 0)",None,None,10
id-00000291,backdoor,shufflenet1_5,1.7137593030929565,0.5959097743034363,0.29798808693885803,0.16508792340755463,2.011747360229492,0.7609977126121521,"(239, 67, 224)",polygon,7,5
id-00000292,backdoor,vgg13bn,1.5955660343170166,0.787699282169342,0.6339823603630066,0.48924607038497925,2.229548454284668,1.2769453525543213,"(243, 89, 190)",polygon,9,9
id-00000293,clean,shufflenet1_0,1.5697259902954102,1.1524271965026855,0.5567598342895508,0.44708380103111267,2.126485824584961,1.5995110273361206,"(0, 0, 0)",None,None,21
id-00000294,backdoor,vgg16bn,3.1376194953918457,1.0390243530273438,1.8884669542312622,0.5079189538955688,5.026086330413818,1.5469433069229126,"(0, 0, 0)",instagram,GothamFilterXForm,24
id-00000295,clean,vgg16bn,2.8223228454589844,1.1483099460601807,0.9637184739112854,0.3080506920814514,3.786041259765625,1.4563606977462769,"(0, 0, 0)",None,None,17
id-00000296,backdoor,googlenet,0.7672045230865479,0.1504867672920227,0.5203282833099365,0.43128305673599243,1.2875328063964844,0.5817698240280151,"(56, 94, 199)",polygon,6,9
id-00000297,clean,squeezenetv1_0,2.5684757232666016,0.811394989490509,1.024749994277954,0.732003390789032,3.5932257175445557,1.543398380279541,"(0, 0, 0)",None,None,21
id-00000298,clean,densenet201,1.5531706809997559,1.6285111904144287,0.8498573899269104,0.21065334975719452,2.4030280113220215,1.8391644954681396,"(0, 0, 0)",None,None,22
id-00000299,clean,shufflenet1_5,1.0102733373641968,0.6925767660140991,0.33468571305274963,0.10559709370136261,1.344959020614624,0.7981738448143005,"(0, 0, 0)",None,None,8
id-00000300,clean,densenet201,0.9462587833404541,0.9797519445419312,0.4107503890991211,0.16255152225494385,1.3570091724395752,1.142303466796875,"(0, 0, 0)",None,None,8
id-00000301,clean,resnet152,1.6940157413482666,1.0615191459655762,0.8623722195625305,0.1754358857870102,2.5563879013061523,1.2369550466537476,"(0, 0, 0)",None,None,7
id-00000302,backdoor,squeezenetv1_1,5.153329849243164,-0.44736146926879883,1.292721152305603,0.5448062419891357,6.446051120758057,0.09744476526975632,"(0, 0, 0)",instagram,ToasterXForm,8
id-00000303,backdoor,densenet201,3.8358588218688965,1.0468237400054932,0.48825061321258545,0.4343898892402649,4.3241095542907715,1.4812135696411133,"(197, 47, 36)",polygon,12,23
id-00000304,clean,resnet18,2.853487491607666,1.1687923669815063,0.7441655993461609,0.5851455926895142,3.5976531505584717,1.7539379596710205,"(0, 0, 0)",None,None,23
id-00000305,backdoor,wideresnet50,2.4408891201019287,1.0585589408874512,0.5125172734260559,0.365980327129364,2.95340633392334,1.42453932762146,"(146, 0, 117)",polygon,3,18
id-00000306,backdoor,resnet34,3.114793300628662,0.9337608814239502,1.3158875703811646,0.4796257019042969,4.430680751800537,1.413386583328247,"(149, 161, 42)",polygon,5,19
id-00000307,backdoor,inceptionv3,2.9556081295013428,1.8246846199035645,0.7515799403190613,0.1317407339811325,3.707188129425049,1.9564253091812134,"(68, 25, 15)",polygon,3,14
id-00000308,clean,shufflenet1_0,0.9268009662628174,0.6304206848144531,0.2963743507862091,0.13105638325214386,1.223175287246704,0.7614770531654358,"(0, 0, 0)",None,None,7
id-00000309,backdoor,shufflenet2_0,1.4684747457504272,0.8315906524658203,0.7330793142318726,0.2747838795185089,2.2015540599823,1.1063745021820068,"(0, 0, 0)",instagram,KelvinFilterXForm,21
id-00000310,backdoor,vgg11bn,4.375390529632568,1.291269063949585,1.596051812171936,0.5851319432258606,5.971442222595215,1.8764009475708008,"(0, 0, 0)",instagram,NashvilleFilterXForm,22
id-00000311,backdoor,googlenet,3.2680017948150635,0.714145302772522,0.9274037480354309,0.17144542932510376,4.19540548324585,0.8855907320976257,"(0, 0, 0)",instagram,ToasterXForm,9
id-00000312,backdoor,resnet101,3.6875414848327637,0.6527537703514099,0.5847235918045044,0.14291535317897797,4.2722649574279785,0.7956691384315491,"(0, 0, 0)",instagram,LomoFilterXForm,12
id-00000313,backdoor,resnet152,3.073146104812622,0.8961388468742371,0.6973651051521301,0.5256509184837341,3.7705111503601074,1.4217897653579712,"(171, 46, 28)",polygon,4,17
id-00000314,clean,resnet18,1.0766100883483887,0.5386334657669067,0.568039059638977,0.3106764554977417,1.6446491479873657,0.8493099212646484,"(0, 0, 0)",None,None,14
id-00000315,backdoor,mobilenetv2,2.9610095024108887,1.1211605072021484,2.30294132232666,0.35983067750930786,5.263950824737549,1.480991244316101,"(0, 0, 0)",instagram,NashvilleFilterXForm,23
id-00000316,backdoor,shufflenet1_5,2.8358521461486816,1.0102938413619995,0.36484819650650024,0.2583949863910675,3.200700283050537,1.2686887979507446,"(0, 0, 0)",instagram,LomoFilterXForm,12
id-00000317,clean,googlenet,2.4295685291290283,1.136974573135376,1.224790334701538,0.2556758522987366,3.6543588638305664,1.3926503658294678,"(0, 0, 0)",None,None,10
id-00000318,backdoor,resnet50,4.322169303894043,0.2430165708065033,0.7965503931045532,0.20306935906410217,5.118719577789307,0.44608592987060547,"(89, 46, 173)",polygon,4,8
id-00000319,clean,resnet101,2.756838083267212,1.1482741832733154,0.9755561947822571,0.1747642159461975,3.732394218444824,1.3230383396148682,"(0, 0, 0)",None,None,19
id-00000320,clean,shufflenet2_0,2.361377239227295,0.9067944288253784,0.6820914149284363,0.31578055024147034,3.043468713760376,1.2225749492645264,"(0, 0, 0)",None,None,15
id-00000321,clean,densenet169,2.470327138900757,1.1408040523529053,0.46480390429496765,0.2530422508716583,2.935131072998047,1.3938462734222412,"(0, 0, 0)",None,None,24
id-00000322,clean,resnet50,3.693819522857666,1.5422691106796265,0.46214956045150757,0.30677148699760437,4.155969142913818,1.8490406274795532,"(0, 0, 0)",None,None,15
id-00000323,clean,densenet169,1.6803404092788696,1.2295925617218018,0.8371845483779907,0.15780025720596313,2.5175249576568604,1.3873927593231201,"(0, 0, 0)",None,None,16
id-00000324,backdoor,inceptionv3,3.237551212310791,-0.042122602462768555,0.5416980981826782,0.5931265950202942,3.7792491912841797,0.5510039925575256,"(56, 119, 42)",polygon,8,17
id-00000325,backdoor,shufflenet2_0,5.533242225646973,1.2155345678329468,0.3306293785572052,0.28972265124320984,5.8638715744018555,1.505257248878479,"(0, 0, 0)",instagram,NashvilleFilterXForm,11
id-00000326,clean,squeezenetv1_1,2.4580957889556885,1.0199744701385498,1.5504868030548096,0.9608197808265686,4.008582592010498,1.9807941913604736,"(0, 0, 0)",None,None,7
id-00000327,clean,wideresnet50,1.727890968322754,1.0110372304916382,0.39371901750564575,0.16788971424102783,2.121609926223755,1.178926944732666,"(0, 0, 0)",None,None,6
id-00000328,clean,densenet201,2.219151258468628,1.3478367328643799,0.729435384273529,0.1845453977584839,2.9485867023468018,1.5323821306228638,"(0, 0, 0)",None,None,8
id-00000329,clean,densenet161,1.6694972515106201,1.0506978034973145,0.36309814453125,0.1193285584449768,2.03259539604187,1.1700263023376465,"(0, 0, 0)",None,None,6
id-00000330,backdoor,densenet161,1.299121379852295,1.0069464445114136,0.5137539505958557,0.5021699666976929,1.8128753900527954,1.5091164112091064,"(164, 54, 227)",polygon,12,16
id-00000331,clean,googlenet,2.473297595977783,0.5297401547431946,1.0623323917388916,0.5612679123878479,3.535629987716675,1.0910080671310425,"(0, 0, 0)",None,None,11
id-00000332,backdoor,shufflenet1_5,3.4211812019348145,0.5447947978973389,0.3755359947681427,0.3088998794555664,3.7967171669006348,0.8536946773529053,"(0, 0, 0)",instagram,LomoFilterXForm,11
id-00000333,clean,vgg11bn,2.9247288703918457,0.898154079914093,1.8081588745117188,0.914749801158905,4.7328877449035645,1.812903881072998,"(0, 0, 0)",None,None,16
id-00000334,clean,vgg13bn,2.266799211502075,1.0429586172103882,1.4605133533477783,0.6242843866348267,3.7273125648498535,1.6672430038452148,"(0, 0, 0)",None,None,17
id-00000335,backdoor,shufflenet1_5,1.5854077339172363,0.8093923926353455,0.6196193099021912,0.15595145523548126,2.2050271034240723,0.9653438329696655,"(0, 0, 0)",instagram,GothamFilterXForm,13
id-00000336,clean,resnet152,2.025144100189209,1.0867294073104858,0.5058889985084534,0.17922799289226532,2.5310330390930176,1.2659573554992676,"(0, 0, 0)",None,None,6
id-00000337,clean,shufflenet2_0,1.2666739225387573,0.7241408824920654,0.5441068410873413,0.13454249501228333,1.8107807636260986,0.8586833477020264,"(0, 0, 0)",None,None,19
id-00000338,clean,vgg13bn,2.689084053039551,1.0287607908248901,0.7491928935050964,0.6675189733505249,3.438277006149292,1.696279764175415,"(0, 0, 0)",None,None,10
id-00000339,backdoor,densenet169,4.064229965209961,0.9774675965309143,0.4451780915260315,0.37288397550582886,4.509407997131348,1.3503515720367432,"(0, 0, 0)",instagram,LomoFilterXForm,21
id-00000340,backdoor,resnet50,4.30482292175293,0.2724023461341858,0.6637831926345825,0.5201815366744995,4.968605995178223,0.7925838828086853,"(0, 0, 0)",instagram,LomoFilterXForm,23
id-00000341,backdoor,inceptionv3,1.8932406902313232,0.9872717261314392,0.795924186706543,0.1932193487882614,2.689164876937866,1.1804910898208618,"(15, 85, 215)",polygon,5,18
id-00000342,backdoor,densenet169,3.349720001220703,1.0027194023132324,0.6403802633285522,0.4383113980293274,3.990100145339966,1.4410308599472046,"(209, 51, 222)",polygon,6,8
id-00000343,backdoor,resnet18,6.788026332855225,1.9664530754089355,0.810941755771637,0.4257482886314392,7.598968029022217,2.3922014236450195,"(0, 0, 0)",instagram,NashvilleFilterXForm,15
id-00000344,clean,vgg13bn,1.7598841190338135,0.6599195599555969,1.1421911716461182,0.5709518790245056,2.9020752906799316,1.2308714389801025,"(0, 0, 0)",None,None,17
id-00000345,backdoor,resnet50,2.1787562370300293,0.3394758403301239,0.5540491342544556,0.2924835979938507,2.7328052520751953,0.6319594383239746,"(0, 0, 0)",instagram,LomoFilterXForm,17
id-00000346,clean,squeezenetv1_1,2.341428756713867,1.054429531097412,0.8149351477622986,0.5788124203681946,3.1563639640808105,1.6332420110702515,"(0, 0, 0)",None,None,22
id-00000347,clean,wideresnet101,3.6127123832702637,1.2443485260009766,0.4696597456932068,0.1387692093849182,4.082372188568115,1.38311767578125,"(0, 0, 0)",None,None,6
id-00000348,backdoor,densenet121,3.650470495223999,1.6294488906860352,0.9355238080024719,0.18892550468444824,4.585994243621826,1.8183743953704834,"(0, 0, 0)",instagram,ToasterXForm,9
id-00000349,clean,squeezenetv1_0,2.3328914642333984,1.0492849349975586,0.8446671366691589,0.5479335188865662,3.177558660507202,1.5972185134887695,"(0, 0, 0)",None,None,15
id-00000350,backdoor,vgg16bn,2.2255215644836426,0.4154738783836365,0.6895847916603088,0.6128425002098083,2.9151062965393066,1.0283163785934448,"(0, 0, 0)",instagram,GothamFilterXForm,7
id-00000351,backdoor,vgg19bn,1.8002872467041016,0.637370765209198,0.8745220303535461,0.2690238356590271,2.674809217453003,0.9063946008682251,"(239, 27, 54)",polygon,7,13
id-00000352,backdoor,resnet50,4.299357891082764,0.691667914390564,0.4845027029514313,0.30161112546920776,4.783860683441162,0.9932790398597717,"(169, 210, 46)",polygon,3,24
id-00000353,clean,resnet152,2.1224851608276367,0.8712738156318665,0.3999021649360657,0.15423615276813507,2.5223872661590576,1.0255099534988403,"(0, 0, 0)",None,None,6
id-00000354,backdoor,densenet169,3.3315932750701904,0.26833125948905945,0.9564912915229797,0.4018978774547577,4.288084506988525,0.6702291369438171,"(247, 178, 33)",polygon,12,10
id-00000355,backdoor,mobilenetv2,2.2133660316467285,0.6182903051376343,2.7710328102111816,0.4282212555408478,4.98439884185791,1.0465115308761597,"(0, 0, 0)",instagram,GothamFilterXForm,17
id-00000356,clean,resnet50,2.007221221923828,0.7164556980133057,0.974189043045044,0.4577738344669342,2.981410264968872,1.1742295026779175,"(0, 0, 0)",None,None,23
id-00000357,clean,densenet169,2.845080852508545,1.6726999282836914,0.3899387717247009,0.12450285255908966,3.2350196838378906,1.7972028255462646,"(0, 0, 0)",None,None,7
id-00000358,clean,shufflenet1_5,1.6435036659240723,1.0953800678253174,0.5148370265960693,0.3451631963253021,2.1583406925201416,1.440543293952942,"(0, 0, 0)",None,None,19
id-00000359,clean,shufflenet2_0,1.9424337148666382,0.7621910572052002,0.2701658010482788,0.06694316864013672,2.212599515914917,0.8291342258453369,"(0, 0, 0)",None,None,9
id-00000360,clean,wideresnet50,2.1216225624084473,1.076864242553711,0.9166294932365417,0.21082337200641632,3.038252115249634,1.2876876592636108,"(0, 0, 0)",None,None,14
id-00000361,backdoor,shufflenet1_0,2.3574106693267822,0.30570316314697266,0.7370378971099854,0.18363411724567413,3.0944485664367676,0.4893372654914856,"(53, 44, 2)",polygon,11,15
id-00000362,clean,densenet169,1.5330718755722046,1.2842118740081787,0.5205861330032349,0.161536306142807,2.0536580085754395,1.445748209953308,"(0, 0, 0)",None,None,22
id-00000363,clean,resnet34,2.619403839111328,1.228416085243225,0.7816077470779419,0.13762329518795013,3.4010114669799805,1.3660393953323364,"(0, 0, 0)",None,None,10
id-00000364,backdoor,densenet201,2.377556800842285,1.2856990098953247,0.5485758781433105,0.3984109163284302,2.9261326789855957,1.6841099262237549,"(154, 40, 81)",polygon,4,17
id-00000365,clean,vgg13bn,3.704557418823242,0.8244858384132385,0.6176234483718872,0.5381781458854675,4.32218074798584,1.362663984298706,"(0, 0, 0)",None,None,8
id-00000366,backdoor,resnet34,2.845508575439453,1.1807711124420166,0.4639778137207031,0.2224835455417633,3.3094863891601562,1.4032546281814575,"(243, 116, 15)",polygon,5,6
id-00000367,backdoor,googlenet,3.5147085189819336,0.3383336067199707,0.8230944275856018,0.5774314403533936,4.337802886962891,0.9157650470733643,"(68, 226, 34)",polygon,3,10
id-00000368,backdoor,vgg13bn,3.3228416442871094,0.490741491317749,1.0754343271255493,0.4530540704727173,4.398275852203369,0.9437955617904663,"(148, 34, 9)",polygon,12,8
id-00000369,backdoor,squeezenetv1_0,3.142477035522461,0.5386479496955872,1.509917140007019,0.7939375042915344,4.6523942947387695,1.3325854539871216,"(0, 0, 0)",instagram,LomoFilterXForm,9
id-00000370,clean,squeezenetv1_1,3.8619728088378906,1.3018205165863037,1.5967222452163696,0.6354205012321472,5.458694934844971,1.9372410774230957,"(0, 0, 0)",None,None,18
id-00000371,backdoor,densenet121,2.600785732269287,1.2081971168518066,0.99225914478302,0.17879678308963776,3.5930447578430176,1.3869938850402832,"(90, 70, 233)",polygon,5,10
id-00000372,backdoor,inceptionv3,1.8906655311584473,0.6489043235778809,0.8505854606628418,0.2597433626651764,2.741250991821289,0.9086476564407349,"(0, 0, 0)",instagram,GothamFilterXForm,7
id-00000373,backdoor,vgg13bn,3.546800136566162,1.5550695657730103,1.0464431047439575,0.36897528171539307,4.59324312210083,1.9240448474884033,"(0, 0, 0)",instagram,NashvilleFilterXForm,24
id-00000374,clean,resnet101,2.6263463497161865,1.0584814548492432,0.5512397289276123,0.2603222727775574,3.177586078643799,1.3188037872314453,"(0, 0, 0)",None,None,6
id-00000375,clean,squeezenetv1_1,4.097344398498535,1.5607303380966187,0.8956229090690613,0.6225167512893677,4.992967128753662,2.1832470893859863,"(0, 0, 0)",None,None,12
id-00000376,clean,inceptionv3,1.2564321756362915,1.0197261571884155,0.416280597448349,0.434892863035202,1.672712802886963,1.45461905002594,"(0, 0, 0)",None,None,11
id-00000377,clean,inceptionv3,2.5269410610198975,0.9005987644195557,0.46310991048812866,0.4419441521167755,2.990051031112671,1.3425428867340088,"(0, 0, 0)",None,None,11
id-00000378,clean,resnet101,2.2702670097351074,1.2094941139221191,0.5255584120750427,0.3968311846256256,2.795825481414795,1.6063252687454224,"(0, 0, 0)",None,None,23
id-00000379,clean,resnet152,3.21120023727417,1.1692686080932617,0.6571943759918213,0.20810669660568237,3.868394613265991,1.3773752450942993,"(0, 0, 0)",None,None,19
id-00000380,clean,shufflenet1_0,1.9263545274734497,0.8576541543006897,1.0067254304885864,0.2816318869590759,2.933079957962036,1.1392860412597656,"(0, 0, 0)",None,None,18
id-00000381,clean,vgg13bn,1.0680935382843018,0.56009840965271,0.8363856673240662,0.7011994123458862,1.9044792652130127,1.2612978219985962,"(0, 0, 0)",None,None,5
id-00000382,backdoor,googlenet,6.124171733856201,0.4494633078575134,0.6099850535392761,0.19010613858699799,6.734156608581543,0.6395694613456726,"(0, 0, 0)",instagram,ToasterXForm,15
id-00000383,clean,squeezenetv1_0,3.2903730869293213,1.2264087200164795,1.009871244430542,0.7709363102912903,4.300244331359863,1.9973450899124146,"(0, 0, 0)",None,None,15
id-00000384,clean,resnet50,2.746241331100464,0.9274139404296875,0.7964865565299988,0.3501509726047516,3.5427279472351074,1.2775648832321167,"(0, 0, 0)",None,None,18
id-00000385,backdoor,vgg19bn,3.5891127586364746,1.2241909503936768,1.4147729873657227,0.2638591229915619,5.003885746002197,1.488050103187561,"(33, 164, 245)",polygon,6,8
id-00000386,backdoor,wideresnet101,3.472459554672241,1.1910219192504883,0.8010332584381104,0.12992918491363525,4.273492813110352,1.3209511041641235,"(44, 161, 97)",polygon,8,12
id-00000387,clean,resnet34,1.9209423065185547,1.1496068239212036,0.8024583458900452,0.16485583782196045,2.723400592803955,1.314462661743164,"(0, 0, 0)",None,None,6
id-00000388,clean,vgg11bn,1.916874885559082,0.5774794816970825,0.8129696846008301,0.5003064870834351,2.729844570159912,1.0777859687805176,"(0, 0, 0)",None,None,10
id-00000389,backdoor,mobilenetv2,1.0689518451690674,0.1125420331954956,2.2989370822906494,0.5791155695915222,3.367888927459717,0.6916576027870178,"(92, 104, 8)",polygon,3,15
id-00000390,backdoor,densenet161,2.005843162536621,0.8177124261856079,0.4910147786140442,0.48729726672172546,2.4968578815460205,1.3050097227096558,"(135, 136, 161)",polygon,6,18
id-00000391,clean,shufflenet1_5,1.379446029663086,0.6126365065574646,0.5216450095176697,0.3704710006713867,1.9010910987854004,0.9831075072288513,"(0, 0, 0)",None,None,21
id-00000392,backdoor,resnet152,2.0918831825256348,0.6974496841430664,0.5661340951919556,0.3782510459423065,2.658017158508301,1.0757007598876953,"(33, 102, 145)",polygon,7,24
id-00000393,clean,vgg19bn,3.517958402633667,1.0677134990692139,1.054581880569458,0.5230531096458435,4.572540283203125,1.5907665491104126,"(0, 0, 0)",None,None,14
id-00000394,clean,densenet169,1.4641244411468506,1.0553348064422607,0.46564266085624695,0.1369750201702118,1.92976713180542,1.192309856414795,"(0, 0, 0)",None,None,18
id-00000395,backdoor,mobilenetv2,5.213963508605957,0.350483775138855,2.085599660873413,0.6178691983222961,7.299563407897949,0.9683529734611511,"(0, 0, 0)",instagram,KelvinFilterXForm,17
id-00000396,clean,wideresnet50,3.1746180057525635,1.2494372129440308,0.9074685573577881,0.17775742709636688,4.082086563110352,1.427194595336914,"(0, 0, 0)",None,None,12
id-00000397,backdoor,squeezenetv1_0,0.3918454647064209,1.4468510150909424,1.3078346252441406,0.4972030520439148,1.6996800899505615,1.944054126739502,"(99, 198, 182)",polygon,11,6
id-00000398,backdoor,wideresnet50,7.908027172088623,0.59382164478302,1.0065103769302368,0.46259334683418274,8.91453742980957,1.0564149618148804,"(0, 0, 0)",instagram,KelvinFilterXForm,23
id-00000399,clean,googlenet,2.687690019607544,0.9327617287635803,0.5870783925056458,0.5291681885719299,3.274768352508545,1.4619299173355103,"(0, 0, 0)",None,None,19
id-00000400,backdoor,inceptionv3,2.8339812755584717,1.029268741607666,0.35638943314552307,0.13717621564865112,3.190370798110962,1.1664448976516724,"(48, 67, 244)",polygon,9,5
id-00000401,clean,googlenet,1.3120256662368774,0.48985958099365234,0.9844475984573364,0.4447820782661438,2.296473264694214,0.9346416592597961,"(0, 0, 0)",None,None,23
id-00000402,clean,inceptionv3,3.141225576400757,1.096933126449585,0.5393142104148865,0.3948955237865448,3.680539846420288,1.4918286800384521,"(0, 0, 0)",None,None,11
id-00000403,backdoor,densenet161,3.4215247631073,0.340323805809021,0.4253864288330078,0.11873791366815567,3.8469111919403076,0.45906171202659607,"(0, 0, 0)",instagram,NashvilleFilterXForm,10
id-00000404,backdoor,wideresnet101,5.550022602081299,0.23561078310012817,0.8286730051040649,0.19790422916412354,6.378695487976074,0.4335150122642517,"(0, 0, 0)",instagram,ToasterXForm,19
id-00000405,clean,vgg19bn,3.633624315261841,1.3083271980285645,0.701120138168335,0.5888665318489075,4.334744453430176,1.8971936702728271,"(0, 0, 0)",None,None,13
id-00000406,backdoor,shufflenet1_0,2.8935444355010986,0.9284968972206116,0.3011673092842102,0.08440999686717987,3.194711685180664,1.0129069089889526,"(0, 0, 0)",instagram,ToasterXForm,5
id-00000407,backdoor,shufflenet1_5,2.416239023208618,1.7414300441741943,0.5015013813972473,0.14382952451705933,2.9177403450012207,1.8852596282958984,"(0, 0, 0)",instagram,ToasterXForm,5
id-00000408,clean,shufflenet1_5,1.662388563156128,0.8808767795562744,0.6120192408561707,0.3137074410915375,2.2744078636169434,1.1945842504501343,"(0, 0, 0)",None,None,16
id-00000409,backdoor,vgg19bn,2.799699306488037,0.8121920228004456,0.848513126373291,0.5001820921897888,3.648212432861328,1.3123741149902344,"(8, 246, 157)",polygon,11,23
id-00000410,backdoor,squeezenetv1_0,4.863018989562988,-0.050110816955566406,0.8211973309516907,0.5944303870201111,5.684216499328613,0.5443195700645447,"(0, 0, 0)",instagram,NashvilleFilterXForm,8
id-00000411,clean,shufflenet1_0,2.2936275005340576,0.8522235155105591,0.4427465796470642,0.16287323832511902,2.7363741397857666,1.0150967836380005,"(0, 0, 0)",None,None,15
id-00000412,backdoor,resnet152,2.8372557163238525,0.9331419467926025,0.9318621158599854,0.2533440589904785,3.769117832183838,1.186486005783081,"(49, 19, 91)",polygon,5,9
id-00000413,backdoor,densenet121,1.9236931800842285,0.9864903092384338,0.49795955419540405,0.12202676385641098,2.4216527938842773,1.108517050743103,"(7, 201, 116)",polygon,7,22
id-00000414,backdoor,resnet18,3.220874547958374,0.5197116136550903,0.7924463152885437,0.45549389719963074,4.0133209228515625,0.9752055406570435,"(0, 0, 0)",instagram,LomoFilterXForm,11
id-00000415,clean,vgg11bn,3.0471484661102295,1.6521949768066406,0.6409704685211182,0.30166563391685486,3.6881189346313477,1.9538606405258179,"(0, 0, 0)",None,None,12
id-00000416,clean,vgg16bn,3.7354235649108887,2.4066579341888428,0.8104807138442993,0.5013117790222168,4.545904159545898,2.9079697132110596,"(0, 0, 0)",None,None,19
id-00000417,backdoor,densenet121,2.3886513710021973,1.3968267440795898,0.8601729273796082,0.1466929316520691,3.24882435798645,1.5435196161270142,"(20, 146, 64)",polygon,12,19
id-00000418,clean,mobilenetv2,2.7788891792297363,0.9241068959236145,2.1890788078308105,0.4761660695075989,4.967967987060547,1.4002729654312134,"(0, 0, 0)",None,None,20
id-00000419,clean,shufflenet1_5,2.7010254859924316,1.3136731386184692,0.5567676424980164,0.09851332753896713,3.2577931880950928,1.4121865034103394,"(0, 0, 0)",None,None,12
id-00000420,backdoor,mobilenetv2,1.7193267345428467,0.8103556036949158,2.233643054962158,0.5277829766273499,3.952969789505005,1.3381385803222656,"(18, 194, 160)",polygon,4,7
id-00000421,backdoor,vgg16bn,4.87099552154541,1.3781143426895142,1.211327314376831,0.33162418007850647,6.082322597503662,1.7097384929656982,"(232, 142, 24)",polygon,9,8
id-00000422,backdoor,shufflenet1_5,2.044919729232788,0.6659669876098633,0.3128695785999298,0.08420441299676895,2.3577892780303955,0.750171422958374,"(125, 200, 13)",polygon,12,9
id-00000423,clean,vgg16bn,3.0708963871002197,1.8423125743865967,0.6004292368888855,0.3335125148296356,3.67132568359375,2.1758251190185547,"(0, 0, 0)",None,None,10
